complaint_id,consumer_complaint_narrative,true_label
1602129,"Me and my wife ( a/k/a ) XXXX submitted an application for the refinance of our apartment building to Arbor XXXX Mortgage, XXXX XXXX Arbor XXXX in XXXX for an FHA loan ( which was discontinued, for some reason ) and then again we submitted another application for a XXXX loan on XXXX with Arbor. We had submitted a {$25000.00}. deposit with the application. After six XXXX 6 XXXX months time had passed, on the XXXX application, Arbor sent us a letter dated XXXX/XXXX/XXXX which was received by us, 31 days later on XXXX/XXXX/XXXX which turned us down. Later, Arbor told me that the reason was that the apartments were too small XXXX. Arbor knew the sizes of all the apartments back in XXXX XXXX when we sent Arbor a rent roll which depicted other information and the sizes of all the apartments and again in XXXX XXXX, which again, depicted all the apartment sizes. In spite of the above, Arbor ordered an appraisal for {$6000.00}. and an environmental report for {$4800.00}. on XXXX/XXXX/XXXX ( To this day we have never seen a copy of either report XXXX My problem is that they feel that they are entitled to keep {$13000.00} and only refund us {$11000.00}. I sent a letters to XXXX XXXX, CEO of Arbor, on XXXX/XXXX/XXXX and I never received a reply. Upon information and belief, XXXX XXXX, of Arbor, and the XXXX underwriter XXXX XXXX XXXX knew the above information, full well, in XXXX and XXXX. Please note that XXXX XXXX XXXX never signed the contract ( or agreement ). It was left blank. I feel that Arbor should refund all of my {$25000.00} plus interest @ 9 %. 
fact that Abor never signed 
",negative
1787556,"I applied on line to Mid America Mortgage for a FHA loan on-line. Their representative, XXXX XXXX took my application and issued a letter of qualification and sent me a request for some additional documents. I was not returning the documents fast enough for XXXX and he began to call me daily and become difficult to deal with. Finally, I told him to leave me alone and that I would get the loan elsewhere. XXXX XXXX then called my real estate agent and complained that I was not living up to the purchase contract for the property. Unbeknownst to XXXX, my real estate agent is my wife. XXXX was obviously using private information that I had given him during the application process to damage my purchasing the house because I would n't use him or Mid America mortgage. When I called him, he said that he had every right to do it and that I was the one in the wrong. He has violated the basic rule that my information is private between us and not for any use other than what I intended it for when I gave it to him. 
",neutral
1393293,"I am required to have flood insurance for my mortgage. Because I have a detached garage, I am required under the XXXX to have separate policies for the house and the garage. The policy on the house renews in XX/XX/XXXX, the policy on the garage renews in XX/XX/XXXX. 
Each year in XX/XX/XXXX, Green Tree 's system kicks out both policies and sends me a letter saying I do n't have enough insurance. In the past it 's been enough ( though annoying ) for me to fax Green Tree the XXXX declarations, reminding them of the different renewal timelines. 
This year, I sent the declarations as usual in early XX/XX/XXXX after receiving the first "" your coverage is inadequate '' letter. But when I received another, more ominous notice of inadequate coverage in early XX/XX/XXXX, I phoned and spoke to XXXX in Green Tree 's Insurance Division on XXXX XXXX. After doing some poking around while on the phone with me, XXXX told me that they had received the declarations I 'd faxed, but only XXXX policy had been updated in their system. She told me that it was "" now fixed '' so that my coverage was adequate ; they would send a letter to that effect, and the outside coverage quote in the "" lack of adequate coverage '' letter they sent me would not go into effect. 
In late XXXX I realized that I had never received the written notice that my coverage was adequate that XXXX had said would be sent. So on XXXX XXXX I called Green Tree again, this time speaking to XXXX in the Insurance Division, who told me that my coverage was sufficient and she would send written confirmation of this. 
A couple of days later I received a "" Notice of Placement of Additional Insurance '' dated XXXX XXXX stating that Green Tree had purchased additional flood coverage for me and I would be charged. The notice also stated that "" We will cancel any insurance we buy without charging you any premium, interest, or related charged if you provide evidence of insurance ... no later than thirty ( XXXX ) days from the date on this letter. '' The same day I received a notice dated XXXX XXXX titled "" Receipt of Sufficient Flood Insurance '' and stating that "" A review of our records indicates that the flood insurance coverage for your property provides the coverage required for your account. '' So it seemed settled. 
However, XX/XX/XXXX I received my monthly statement for the payment due XXXX XXXX and it showed Transaction Activity on XXXX/XXXX/2015 of {$63.00} with the description "" Insurance Advance Disbursement '' and a fee added to my monthly payment of {$7.00}. I called Green Tree once again on XXXX XXXX and spoke to XXXX in the Insurance Division. She could n't explain what the fee was for but said it "" appears to be a one-time only charge '' and that I could write a letter requesting a credit. A couple of days later I received a letter dated XXXX XXXX stating "" Per your request, this letter is to notify you that we are in receipt of your evidence of required insurance ... '' but only referencing the policy that renews in XX/XX/XXXX. The letter went on "" Our records have been updated accordingly. Any insurance charges added to the account will be reversed where applicable. "" But I just received my monthly statement for the XXXX XXXX payment and it also shows the {$7.00} fee ( I assume they 're pro-rating the {$63.00} over XXXX months ). I called tonight and spoke to XXXX who said she 'd submit an inquiry to the XXXX XXXX and I should call in XXXX days for an answer, but that she could n't advise me not to include the fee with my payment, which is due before then. 
This is entirely Green Tree 's error going back to XX/XX/XXXX when they deleted my non-expired policy ( as happens every year ) then taken to a whole new level when they received both current flood policies in XX/XX/XXXX but failed to update my account information ( as admitted to me by XXXX on XXXX XXXX ). It 's been months of hassle, and now a monthly fee which, while small, is completely unjustified. 
",positive
1564594,"In XXXX, NJ realtors XXXX XXXX XXXX XXXX XXXX XXXX were convicted of mortgage fraud after being tried by the NJ Attorney Generals office after my mother did her due diligence to report the situation. She cooperated with then Attorney General, XXXX XXXX and furnished proof to bring them to justice. My mother was XXXX of XXXX victims that purchased XXXX or XXXX homes each ( XXXX ) with doctored mortgage applications, inflated appraisals under the guise of a very savvy investment scheme. The courts, attorney generals office as well the FBI provided info for all victims to present to their mortgage companies as it relates to the mortgage bank holders. My mother submitted info to XXXX banks. XXXX expunged and honored the info provided regarding XXXX the properties while Wells Fargo/XXXX did not for her second. Apparently, they purchased the mortgage from the originating bank, XXXX in XXXX when the original Attorney General complaint against all fraudulent parties XXXX underwriters, realtor, appraisers XXXX went public. I 'm guessing they sold it with a batch of mortgages to get rid of the proof as their workers played a role in the scam. XXXX XXXX is listed as owner but Wells Fargo is the servicing bank ) Wells Fargo XXXX XXXX XXXX ignored many attempts my Mother made after the sentencing as she diligently and repeatedly tried everything to resolve the matter with their law firm, XXXX, XXXX, XXXX XXXX XXXX. I have paperwork that she submitted proof for a mediation at the courthouse and copied them as well as they had filed summons for foreclosure. She even tried to get them to agree to a short sale that she spent money and time to negotiate. In her paperwork there is evidence of her documenting Wells Fargo 's repeated refusal to respond to her attempts and communication. She grew increasingly frustrated to a point of despair and passed away at home ( XXXX yrs of age ) from a XXXX XXXX in XXXX as a result of the stress. XXXX XXXX, XXXX, I was notified by the executrix of my Mother 's Estate, ( she was served XXXX ) that I was listed as heir in a civil action summons to assume the responsibility of this debt, the Executrix was also listed and my husband, yet I 'm not married but I do have a brother ( he was not listed ). I am filing a formal complaint against Wells FargoXXXX and the representing Law firm XXXX XXXX, XXXX, XXXX XXXX XXXX XXXX for passively flagrant, bully tactics and for ignoring any acknowledgement of resolution. It was their failure to respond to her from XXXX which cost my mother her undo anxiety and eventually her life. The reputation of Wells Fargo and their law firm is absolutely despicable! I started to research on the Consumer Affairs website at reviews which were very familiar to my Mother 's experience and mine. They give people the run around after submitting legal actions which potentially jeopardize their quality of life and people 's lives are held in the balance while they skirt, avoid calls and claim they have n't received papers, faxes etc. In my case, they should return to the originating bank that sold them the bad mortgage in the first place XXXX XXXX Bank XXXX. I have now hired legal counsel to assist with the fight and they have n't responded to him either. With no respect for the Attorney General, the FBI 's attempt to identify fraud they have ignored the appeal for justice on the part of consumers versus XXXX Bank which sold them the bad mortgage. Perhaps the law firm has not even utilized their legal department with regard to this matter because they are just billing the bank to extend their paycheck. The amount of money the bank is paying the firm to shuffle papers and keep cases going is more than the value of the mortgage. The home was over appraised in the application by over XXXX. What would be classic is if a disgruntled ex-employee were to work alongside of a group of victims on the other end. 
",negative
1768118,"My husband and I applied for a mortgage modification after my husband became very sick and was subsequently fired. After applying for the modification, CitiMortgage continued to send the same documents multiple times that contradicted the other and asked for the same documents multiple times. Eventually, we became concerned that our lender did not know what was going on with our modification and we began to contact our Homeowner Support Specialist as to why we continued to receive these letters and no one could answer our questions. We were passed from supervisor to supervisor with no answers until we finally received a new Homeowner Support Specialist who could still not answer our questions as to why we continued to receive the same letters over and over again, but ensured us that everything was received and we could disregard the letters that we received and to continue to make our monthly trial payments until the modification was finalized. 
On XXXX XXXX, 2015 we received an email from CitiMortgage that said, "" We have received the signed documents you sent and your mortgage loan modification with CitiMortgage is now finalized. Thank you, and congratulations! We sincerely hope this mortgage payment assistance is beneficial. '' Now, almost three ( 3 ) months later, CitiMortgage informed us that our modification was denied and we now have to pay more than what our mortgage was before we began the modification process. We contacted CitiMortgage and told them we received in writing that our modification was "" finalized '' and did n't know there were any issued and was told that "" just because we received something that says 'finalized ' does n't mean that it is really finalized. '' When asked if CitiMortgage could locate the email sent to me advising that our modification was finalized, we were told their documents were down and it could not be pulled up at that time. 
We are at a loss of what to do given that we are continuously passed around from department to department and from supervisor to supervisor with no answers except for we did n't return all necessary documents to complete the modification. However, when we ask what documents were missing, CitiMortgage can not identify which documents were missing. 
Any advice would be much appreciated. 
",positive
1746513,"RWLS XXXX LLC bought my mortgage from XXXX maybe XXXX or XXXX Companies ago. XXXX XXXX Mortgage was working on a modification of the loan and a reduction in principle. The problem with the proposial was it required a large down payment it was suggested a smaller down payment with different terms. The property was set for sale XXXX XXXX 2015 and in the XXXX they stated that that RWLS would not approve any modification and the property would be sold. I later received another assignment of transfer to XXXX XXXX mortgage company and in mid XXXX I received a statement from them the reenstatement amount was XXXX and the date to pay had passed and no other representative would discuss the matter. On XXXX XXXX 2015 I received a 3 Day notice to vacate the premises from XXXX XXXX XXXX still listing RWLS as the Lein holder. I am not an attorney but something is not right. I believe there is a process and dont believe it is being handled correctly 
",negative
1554802,"This is a very sad story I do n't want anybody else to live it again. 
I should have been living in my new home since three months ago but, because US Bank did the wrong thing, I am still renting for about the same amount I was going to pay for my own place. US Bank and its employees banned my dream to become true by not following the law, by discriminating me for my age and by not using proper customer service. 
XXXX XXXX, 2015 I decided to buy a house as my primary dwelling, and signed an electronic contract to buy the one at address XXXX XXXX XXXX XXXX, XXXX Arizona XXXX, with developers of the residential XXXX XXXX XXXX XXXX. The cost of the house was {$140000.00} and the house was going to be built and was going to be finished XXXX the XXXX, 2015. The loan terms included zero down payment, fixed interests for 30 years and {$15000.00} benefit from XXXX XXXX XXXX XXXX towards the loan. 
XXXX XXXX 2015 I received a laid off letter from XXXX XXXX XXXX XXXX XXXX, with ending date XXXX XXXX 2015, and started my job search. 
XXXX XXXX, 2015 I met with realtor to explain I was laid off and will start new job soon. Realtor told me he had referred me to US Bank because they had a better option for me with no PMI and that may reduce the monthly payment in about {$100.00}. Then I went to meet with XXXX XXXX, CRA Mortgage Loan Originator who was really looking at me in a strange way, I felt discriminated for my age, explained him the situation of the laid off I was going thru and the very possible new job. He asked me to send him an email with documentation for application. 
XXXX XXXX 2015 I sent an email to XXXX XXXX with all documents he had requested. I did send documents to US Bank for my loan application, like W2s, paystubs and statements from my bank account. This information was sent thru email, to XXXX XXXX, at the email address XXXXXXXXXXXX as he directed me to do it, dated XXXX XXXX, 2015. He never answered me back. 
Between XXXX XXXX and XXXX XXXX 2015 I needed help from XXXX XXXX, not only to know about the application process but mainly because I needed to buy a car. I did n't have a car and for my new job I needed one. XXXX XXXX offered me to analyze my situation and give me an idea on how much I could spend in the purchase of a car that would n't affect my house purchase. But he never answered me back. This part is the most hurting situation to my finances and frustrating aspect of all this because he never contacted me back with a denial or a possible solution. I had to buy a car in order to get a new job. 
XXXX XXXX 2015 I had to send thru email a written complaint to XXXX XXXX because he did not answer neither my phone calls nor my emails. 
Same XXXX XXXX 2015 Because I did n't get an answer from XXXX XXXX, I decided to send another email complaint directly to XXXX XXXX, XXXX 's boss. 
XXXX XXXX 2015 XXXX XXXX answered me with an email an a phone call saying nothing can be done. 
XXXX XXXX, 2015 After three months I have not received the written resolution about my home loan application I made to US Bank in the time set by current laws. US Bank and its associates discriminated me because of my age. 
US Bank did n't answer my calls or emails about how much I could spend in a car purchasing in order to get my new job and that unacceptable attitude affected my credit score. I have been affected emotionally, financially and socially by US Bank. It is imperative to be requited, recompensed, paid back from the damages ; detriment and prejudice exercised unlawfully by US Bank against myself. 
",positive
1549151,"Nationstar Mortgage fails to drop the PMI after passing 22 % paid. Currently own 27 % of the home and the PMI is still being charged. No late or miss payments have ever occurred. I signed the form requesting the PMI be dropped and they are demanding I pay for a appraisal to proceed. 
",neutral
1314904,"It started about XXXX years ago, after the birth of our "" XXXX '', which needless to say was a surprise. At that time both my wife and i were both employed. 
My wife had her job eliminated, we were in need of financial relief and applied for the Making Your Home Affordable several time and were told we did n't qualify. After several years of financial difficulty we saw something strange happening to the house. 
I discovered I had a Sinkhole under part of my house, and the whole process for that began. 
After exhausting all options and also the financial help from relatives, we were faced with few options. 
Sinkhole under the house and now in debt i was forced into Bankruptcy. 
I retained a Lawyer to guide me through the bankruptcy process, and after several missed mortgage payment I get a call and I magically now qualify for assistance, so i looked into and it was for $ XXXX- {$100.00} relief a month for a limited time. 
That 's it, i was denied all other offers. 
So after that i continued with the Bankruptcy process. 
I was granted the Chapter XXXX due to all the circumstances and moved on with my life. 
I am still in a legal battle with my Insurance company over the Sink hole. 
After about XXXX more years, and now a year after my discharged Chapter XXXX i receive a Notice of Sale on my home, I fully understand the situation and move out prior to the sale date to avoid any issues. 
XXXX days after the sale i receive a letter stating the home sale was stopped by the bank. 
I do n't understand. 
The house they would n't help me with is now abandoned. 
I did everything possible to assist them, created no problems, didnt fight. 
I am now bankrupt, no home, I have a wife and XXXX kids, now living in a small townhouse, not my house that I worked my whole life for, to build and want to raise our kids in. 
I have had to surrender our family dog who was too big to go with us, we gave away the kids horse and now all I want is for it to be put behind me. 
Due to the sink hole, out of fear my wife stopped sleeping on that side of the house, XXXX. Dont ' think that has not created any issues. 
I also was diagnosed with a XXXX which requires a XXXX and XXXX. 
That is Not a XXXX. It just presented itself one day, doctors have no idea. 
Try XXXX ... .... 
My lender Bank of America has done nothing to help, and now they keep the house from auction, I do not want anything to do with the house anymore, but since they did not sell it, I do not feel i should be responsible for it or the XXXX acres it is on. 
I really want this to end it is tearing my family apart. 
I never needed anybody 's help, not family, friends and sure did not need the government to bail me out, but when I really needed assistance I was denied. 
I pay my taxes, I have my own medical insurance, I support my family. 
So for doing all the right things, trying as hard as I could, I have a XXXX, a bankruptcy, soon a foreclosure and no home to count on for my family 's financial future. 
",positive
1746554,"Quicken Loans "" allows "" me to make bi weekly payments, but then states they do not apply them bi weekly to reduce the interest on my loan. This is at the least unethical and deceitful. I want my biweekly payments that they take automatically out of my checking account credited when I make them. My loan was taken out with biweekly payments as part of the conversation with my loan officer so I can pay the loan faster and keep the interest down. 
",neutral
1380399,"I received my degree from University XXXX XXXX, applied for Federal Loans and worked full time. My wife was a stay at home mom and the University sold me on Private Loans that they said worked like Federal loans to supplement my income. I ended up with over XXXX in Private Loans the school should have never presented and an economy that will never return to pay them off. 
",neutral
1475637,"I am seeking help regarding my options on how to proceed with a mortgage modification from US Bank. I have contacted XXXX real-estate attorneys, and XXXX indicated the course of action that US Bank has taken is likely fraudulent. Neither had experience with this matter and recommended I contact HUD for advice on how to move forward. They also informed me that if I retained a private attorney, it would likely cost thousands of dollars to fight the team of US Bank attorneys. I teach full-time, and I am a single mother of XXXX kids. I do not have any plans to move for at least 5 years, but I also do n't have the resources for a lengthy legal battle. I feel as though I have done everything US Bank has asked me to do, and that they have acted in an unlawful manner. 

After a loss of income at in XX/XX/XXXX, I qualified for a HAMP loan modification. I successfully completed the three month trial period, and then signed, notarized, and returned the final Loss Mitigation paperwork to US Bank by the required date of XXXX XXXX, XXXX. I began paying the new monthly mortgage amount on XXXX XXXX, XXXX, and I received a phone call from my Relationship Manager at US Bank that the paperwork was received. I asked an attorney to look into this matter, and he told me that the original set of documents from XXXX XXXX was the only one that was recorded. 

In XXXX XXXX, I was preparing to travel to present at a conference when I received another packet from US Bank. When I glanced at it, it looked exactly like the paperwork I signed in XXXX. It even had the XXXX XXXX date at the top. I assumed it was a copy of the paperwork I had already signed, so I did n't think much of it, and I went to my conference. 

I continued paying my monthly mortgage, and in XXXX XXXX, I started receiving phone calls that I was behind on my mortgage and at risk of going into foreclosure. Needless to say, I was shocked! The US Bank representative informed me that the last XXXX cashier 's checks had been returned because they were not the in the correct amount due! I was able to find XXXX of the returned cashier 's checks, but actually had to report the other XXXX as lost. Thankfully, I kept the cashier 's check receipts and was able to retrieve those funds from my bank several months later. 

The US Bank Relationship Manager informed me that I would have to reapply for HAMP, which I did. The application process took several months. I qualified again, and successfully completed my XXXX three month trial period in XXXX XXXX. I received a new packet of loan modification documents and noticed that the Subordinate Note was significantly higher than the loan documents I had signed in XX/XX/XXXX ( from {$12000.00} to {$52000.00}! ). 

A friend of mine who practices law told me that the banks have been taking advantage of consumers by getting them in situations where they have no options but to sign documents that tag on large subordinate notes to HAMP loan modifications. He said that the banks are violating many consumer protection laws, paperwork often disappears, many records are "" lost, '' and they convince borrower 's to sign mortgage modifications that are not in the consumer 's best interest while claiming to be helping consumers. He told me that these practices are illegal, but that the banks are getting away with them by creating situations where borrowers have no other choices and/or do not have the means to seek legal counsel. 

I sent an email to the US Bank Relationship Manager on XXXX XXXX, XXXX. I also called her and expressed my concerns. At one point, I said, "" This does not seem like a very smart financial move. Would you sign these papers? Would you recommend a loved one sign them? '' And she said, "" No. I would not. '' I have since received a fourth set of loan modification documents. The latest amount of the subordinate loan puts me "" under water '' by $ XXXX-XXXX. 

Thank you very much for your help. 
",positive
1760591,"Loan is with Ocwen and seller is in pre-foreclosure, has NEVER asked for a postponement of the sale until recently once seller understood how a short sale would help them avoid foreclosure. Seller was told by Option One, back in XXXX that there was "" Nothing they could do for them and to GET OUT '' of the house. They were told it would foreclose in XXXX XXXX. The house has sat vacant for years now, and seller never knew the bank did n't foreclose on them, until I reached out to let them know. After learning their story, i believe they deserve a break and would love to see them get a short sale approved. Today, Ocwen basically confirmed foreclosure is XXXX and that they did not have enough time to review the option and closed out the short sale review. We sent the proposal to Ocwen on XXXX/XXXX/XXXX, and are asking for postponement of the sale in order to get short sale reviewed. There is a cash offer on the table. Again, the seller has never asked for a postponement, this is the first time and Ocwen is saying no. 
",positive
1535621,"We took out a HELOC XXXX years ago. We thought it was going to be paid off in 2016 and when we ask them how much was left we found it that it was going to balloon for the full amount {$93000.00}. We do not have that amount, so we ask them ( Green Tree Servicing LLC ) if they could help and their answer was, We service your loan on behalf of an investor or group of investors at ( XXXX XXXX XXXX XXXX XXXX owner of mortgage account ) that has not given us the contractual authority to modify your loan under HAMP. 
We have never missed any payments for the XXXX loan or XXXX loan. They will only work toward us loosing our home. ( 1 ) short Sale ( 2 ) Deed-in-Lieu of Foreclosure ( 3 ) ForbearanceWe contacted XXXX different Lawyers and they all said to walk away because the banks would n't work with us. ( We love our home and we are in our XXXX ) 
",negative
1402945,"Rushmore Loan Management Services purchased my mortgage from XXXX XXXX, which typically should not impact me as a consumer, other than changing where and to whom I should send my money. However, that was not the case. Rushmore failed to acquire all the proper documentations from XXXX which would show that the property is insured, so they added a lender-placed insurance to my account resulting to an increased escrow, which increased my monthly payment from {$600.00} to {$1000.00}. I called Rushmore to advise them that I already have insurance through the homeowners association, provided them with name and phone number and advised Rushmore that I would send the regular payment of {$600.00} for XXXX 2015, which I did. Now Rushmore has labeled my account as delinquent for the difference. I 'm seeking protection as a consumer who should not be impacted by lenders practice of bouncing/selling mortgages to other lenders. Help!! 
",negative
1612253,"Back in XXXX, 2015 I was checking the options to refinance my single family house mortgage of {$630000.00}. After watching the Quicken Loans TV advertising, I decided to find more information about my chances of refinancing. 
Since I begun checking the loan options with this company, starting XXXX XXXX, 2015, I was persuaded by their very persistent representative XXXX XXXX ( XXXXXXXXXXXX Phone : ( XXXX ) XXXX XXXX ), to send him my two years tax returns. After a day or two he called me back and told me that I 'm certainly qualified to begin the process. XX/XX/XXXX the process begun ( Loan : XXXX ), through which I was recklessly dragged for almost 4 months through several of QL associates, who tossed me blatantly from one to another, with repeated documents requests. They continued to extend the date for their decision, up until yesterday XXXX XXXX, after my repeated requests to find out about the loan application status, I received a totally ridiculous and irresponsible answer : QL could n't match a home loan with my current needs. 
Prior to this message, on the same day, I got another response to my question placed onMY QL online board on XXXX XXXX. The message was somewhat strange, but nevertheless different. The message notified me that all Jumbo Loans applications that were submitted after XXXX XXXX are being affected with new rules. I did n't understand how this could 've been related to me, since I begun the process XX/XX/XXXX. At the end of the same day I got an email from the same gentlemen, I begun the process with - XXXX XXXX, with the message of denial. Later I got a call from another rep with the same message, who did n't want to disclose the reasons for their decision, as well as did n't want to reveal the name of the underwriter to enable me to appeal their decision. 
",neutral
1674361,"I am a XXXX Veteran since XX/XX/XXXX ( approximately ) and because of this I am exempt from paying state property taxes. Freedom Mortgage ( Lender ) has requested paperwork stating my exempt status. I have sent them the paperwork three separate times and they say it 's not the right information. This is paperwork from country courthouse/government center and is the legal paperwork for this exemption. They are ignoring the status and since the acquisition of the house on XX/XX/XXXX have been charging property tax to the loan. 
",neutral
1694705,"I am writing to you in the hopes that you can help. My mortgage company, BSI Financial, whom my mortgage was sold to has been causing continued harassment and grief. I am a single woman working to pay my house off and this company 's only mission seems to be to continue to make it more and more difficult to do this. I came to the end of a loan modification beginning 2015 and my mortgage became at an adjustable rate. I had been making payments of XXXX and now my payments are at XXXX a month. As this lump sum was difficult to make by the first of every month I called them and asked if we could break the payments into XXXX each month and was advised that this would not be a good idea, therefore I am only able to make the payments by the end of the month and keep in mind, each month I have and I have also attached a late fee with each payment. This is the only way that I have been able to make the payment in full each month. I, in the meantime continue to get harassing calls all month regardless of what I try to tell them about my financial situation. 

Approximately six months ago, BSI Financial calls and tells me my loan is going into foreclosure if I did n't come up with something like XXXX dollars, again, keep in mind I had been making my payment by the end of each month with the late fee attached and was up to date with my payments. When I called to inquire about this, I was told that the total of my checks had not been the correct amount and to be honest with you, the way that these bills read, I have not been able to determine what I owe each month. Therefore I simply look at the regular monthly payment on the bill with taxes and fees and add the late fee. 
Regardless of the fact that my check is there every month by the end of the month, BSI Financial is holding the check in the first week, sometimes two weeks into the month before cashing it and now, I learned that they are reporting to the credit bureaus that I have late payments on my mortgage. I have been trying of obtain a refinance on my home to get myself into a more affordable situation and not lose my home and not one bank will look at me because of this. 
Another example : I had applied for a personal loan from a company who needed to see that my home was current on mortgage payments and when they looked into it, BSI Financial was appearing online as my house being paid in full. When I call to ask about it, the response was oh, that was our mistake, we will take care of it right away. 
Currently, I just received a statement claiming I now owe XXXX and my payment is current up to the end of XXXX 2015. I have made several attempts to contact BSI Financial and am put on forever hold to the point where I have to hang up. 
I have looked this company up on the XXXX site and they are not even XXXX members. I looked up this company on the consumer affairs site and there are literally XXXX complaints with the same description of consumers confused about money owed, harassment, credit destruction. 
Can someone please help me! 
Thank you for your time, XXXX XXXX XXXXXXXXXXXX 
",negative
1567786,"Trying to obtain a payoff from Planet Home Lending, on XXXX/XXXX/2015 we faxed an authorization to release the mortgage payoff signed by the borrower. We follow up with the lender and was told that they did not received the payoff. We resent the request and follow up with a phone call to make sure the request was received. We were then told that the payoff was sent via Fax and for us to check our fax. We checked and saw no fax. We called back and was then told that they called the borrower and the borrower stated ; to not send us the payoff but to XXXX XXXX XXXX, which was not soo. We called the borrower and he stated that XXXX XXXX XXXX need the payoff to movwe the loan forward so when he called he told them to send to XXXX XXXX XXXX, he assumed that they would still send us the payoff we requested. So he called them after our conversation to clarify that they need to send XXXX XXXX XXXX company the payoff as well and that he was closing on XXXX/XXXX/2015. We need your help. We were hung up on twice by XXXX XXXX and was lied to that the borrower did not call them to authorize us getting the payoff, although we sent the XXXX authorization via FAX. This company should not be in the servicing business, they are like a boiler room! 
",negative
1420131,"SLS ( Specialized Loan Servicing , LLC ) will not send monthly statements, their web site is always down and the folks there are very rude, I believe I 'm being charged too much on my mortgage interest. They pay our state property tax late even though I send it early costing me more, we get no monthly payment, or payment booklet statements what so ever on any thing except at the end of the year for Federal tax purpose, there is a web site with XXXX of complaints on this company, someone needs to look into their in my opinion illegal practices.. 
",negative
1750045,"I was approved for a loan Modification XXXX XXXX XXXX, with request fo for XXXX trial payments of XXXX which posted XXXX, XXXX/XXXX/XXXX with in the grace period. I have not received my loan medication papers or phone call from my relationship manager after I left XXXX messages to her extension. Customer service is poor. I received XXXX demand letters from US Bank dated XXXX, XXXX, XXXX, XXXX XXXX demanding payment and stating foreclosure may start and loan will be accelerated by XXXX/XXXX/XXXX Mini Miranda statement does not appear on the letters in violation of FDCPA agreement. Each time I call it is stated bu but not the letters indicating breach of mortgage. I have dealt with US bank since XXXX/XXXX/XXXX all payments are as agreed The loan modification was Home modification program XXXX XXXX. My credit scores have dropped, My XXXX beacon was XXXX, now XXXX XXXX, and XXXX XXXX. US bank refused to indicate that my loan modification was approved for a lower payment and note that on the credit file. We experienced doctor bills, I have XXXX doctors and my wife has XXXX. 
All paper work XXXX pages were faxed on a timely basis during the review. Customer service is poor and return calls from my relationship manager indicates she has many files to work. I paid my shortage escrow at the branch they sent the check to Minnesota and was lost, I issued a second check in XXXX and they refused to reimburse my {$33.00} stop payment fee It was their fault. During the review my payments could not be posted live and had to be sent to XXXX, late charges were charged and I had to call to have those waived. When I called was treated as a delinquent debtor and this was upsetting. I value my credit but do not like to be marked as a person in loan mitigation as I was proactive in resolving my mortgage loan. 
",positive
1670957,"We have been uploading documents for a loan modification we believe we have a complete package and have been calling and leaving messages to our assigned representative without a response. I also sent documentation to authorize a 3rd party and they do n't seem to be able to locate my documents I have uploaded all of my documents time and time again and I am not getting anywhere I think they rather foreclose on my home they are delaying the process and being unresponsive. 
",neutral
1317102,"XXXX/XXXX/XXXX we obtained a home mortgage from BofA. We made 100 % of our payments on time or early. Many months we paid extra. We mailed our payments with BofA provided stubs in BofA provided envelopes. In XXXX My husbands business failed and since we were personal guarantors, we filed for bankruptcy to get out of all business debt. Our attorney contacted BofA and the XXXX to let them know that we would honor all personal debt. XXXX sent through the paperwork, BofA did n't. Instead of sending though the proper paperwork, BofA quickly changed our mortgage from XXXX that would go through a bankruptcy to XXXX that would not. Unaware of the account change we continued mailing in our checks to BofA. BofA cashed those checks every month, but failed to credit them to our account. XXXX of XXXX. BofA reported us as being 3 months delinquent to the credit bureaus and began foreclosure proceedings. I only found out about it because I was getting a years worth of free credit monitoring because my financial information had been compromised through a stolen lap top from XXXX. I made XXXX calls to BofA to try and work things out. I sent them the copies of the checks they had cashed ( ironically which included the new mortgage account number stamped on the back ) to prove to them that I had made the payments. In XXXX XXXX they decided to credit my account, but only late and all on the same day - making it look like I had sent in the checks all at once and late. After XXXX more months of getting no where with BofA, I finally filed a complaint with the XXXX and only after XXXX got involved did BofA finally credited the checks on the proper dates for the proper amounts. Then they started sending requests for payment from XXXX different branches. Another mess which required cleaning up They failed to correct their fraudulently filed report of delinquency on my Credit Bureau report though. We continued to make our monthly mortgage payments and sent them in early with extra towards the principal every month. BofA refused to reversed their delinquency report on our mortgage stating it was discharged in bankruptcy. We told them repeatedly that we had requested to get the paper work but that they had refused. They had change our mortgage from XXXX that would go through a bankruptcy to XXXX that would not. We battled BofA for years on this issue. They said if we had asked during that 45 day window they would have. An out right lie since BofA changed our mortgage account without telling us. So the Credit bureaus erroneously reported that we had been delinquent on our mortgage and that because our mortgage had been discharged in bankruptcy we did not even have XXXX. The more we talked to BofA, the more they eventually revealed to us about what they had deliberately done to hurt us - all too late for us to do anything about because we were beyond windows of time for remedy. They were impossible to deal with, so we refinanced our home in XXXX XXXX with XXXX XXXX. They supposedly delinquent loan - we were never late and we always paid the amount that was due and usually extra towards the principal and the mortgage has been paid in full. Today I applied for a credit card, only to be turned down because of this "" delinquency. '' I was not EVER delinquent. How many times do I have to prove it to BofA? They refused to remedy because they alleged we did n't do thing on a certain time frame. What they did n't tell us, was that they were deliberately lying to us so as to make us miss those windows and then after it was too late for us to correct anything they told us the truth. If anyone has been through a bankruptcy, it is a difficult time, but to have BofA deliberately lie and commit outright fraud is an outrage. BofA is a company I will NEVER do business with again. There is no level to which they will not stoop to hurt and destroy consumers. 
",positive
