complaint_id,nps_score,nps_segment,product,date_received,submitted_via,company_response_to_consumer,timely_response
1469006,7,Passive,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1468632,8,Passive,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1489227,7,Passive,Personal loan,07/27/2015,Web,Closed with explanation,Yes
1469014,7,Passive,Personal loan,07/15/2015,Web,Closed with explanation,Yes
1469015,8,Passive,Checking or savings account,07/15/2015,Web,Closed with monetary relief,Yes
1468671,7,Passive,Credit card or prepaid card,07/15/2015,Web,Closed with explanation,Yes
1487865,7,Passive,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1468610,7,Passive,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1469027,10,Promoter,Checking or savings account,07/15/2015,Web,Closed with monetary relief,Yes
1469032,6,Detractor,Checking or savings account,07/15/2015,Web,Closed with explanation,Yes
1468719,7,Passive,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1469039,8,Passive,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1469045,6,Detractor,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1468615,6,Detractor,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1487900,6,Detractor,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1469989,7,Passive,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1469053,10,Promoter,Credit card or prepaid card,07/15/2015,Web,Closed with non-monetary relief,Yes
1489292,8,Passive,Personal loan,07/27/2015,Web,Closed with explanation,Yes
1487912,8,Passive,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1489158,8,Passive,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1469064,9,Promoter,Mortgage,07/15/2015,Web,Closed with non-monetary relief,Yes
1489128,7,Passive,Checking or savings account,07/27/2015,Web,Closed with monetary relief,Yes
1487924,10,Promoter,Checking or savings account,07/27/2015,Web,Closed with non-monetary relief,Yes
1469072,8,Passive,Credit card or prepaid card,07/15/2015,Web,Closed with explanation,Yes
1469075,7,Passive,Credit card or prepaid card,07/15/2015,Web,Closed with explanation,Yes
1468922,7,Passive,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1469077,10,Promoter,Credit card or prepaid card,07/15/2015,Web,Closed with non-monetary relief,Yes
1487953,9,Promoter,Checking or savings account,07/27/2015,Web,Closed with monetary relief,Yes
1468618,6,Detractor,Personal loan,07/15/2015,Web,Closed with explanation,Yes
1468791,6,Detractor,Checking or savings account,07/15/2015,Web,Closed with explanation,Yes
1468840,6,Detractor,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1468621,6,Detractor,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1489117,8,Passive,Checking or savings account,07/27/2015,Web,Closed with explanation,Yes
1469101,6,Detractor,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1498039,6,Detractor,Mortgage,08/01/2015,Web,Closed with explanation,Yes
1498066,7,Passive,Mortgage,08/01/2015,Web,Closed with explanation,Yes
1469119,5,Detractor,Student loan,07/15/2015,Web,Closed with explanation,No
1498069,7,Passive,Credit card or prepaid card,08/01/2015,Web,Closed with explanation,Yes
1498079,6,Detractor,Credit card or prepaid card,08/01/2015,Web,Closed with explanation,Yes
1498087,9,Promoter,Mortgage,08/01/2015,Web,Closed with non-monetary relief,Yes
1498088,9,Promoter,Mortgage,08/01/2015,Web,Closed with non-monetary relief,Yes
1469133,7,Passive,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1498115,8,Passive,Mortgage,08/01/2015,Web,Closed with non-monetary relief,Yes
1498120,8,Passive,Credit card or prepaid card,08/01/2015,Web,Closed with explanation,Yes
1498124,9,Promoter,Personal loan,08/01/2015,Web,Closed with explanation,Yes
1498159,7,Passive,Personal loan,08/01/2015,Web,Closed with explanation,Yes
1498234,7,Passive,Mortgage,08/02/2015,Web,Closed with explanation,Yes
1498220,7,Passive,Personal loan,08/02/2015,Web,Closed with explanation,Yes
1498222,7,Passive,Checking or savings account,08/02/2015,Web,Closed with explanation,Yes
1498227,8,Passive,Checking or savings account,08/02/2015,Web,Closed with monetary relief,Yes
1498229,9,Promoter,Mortgage,08/02/2015,Web,Closed with explanation,Yes
1498233,7,Passive,Credit card or prepaid card,08/02/2015,Web,Closed with explanation,Yes
1469197,7,Passive,Credit card or prepaid card,07/15/2015,Web,Closed with monetary relief,Yes
1498465,7,Passive,Checking or savings account,08/02/2015,Web,Closed with explanation,Yes
1498258,6,Detractor,Mortgage,08/02/2015,Web,Closed with explanation,Yes
1468643,6,Detractor,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1498451,7,Passive,Mortgage,08/02/2015,Web,Closed with explanation,Yes
1498450,7,Passive,Personal loan,08/02/2015,Web,Closed with explanation,Yes
1498270,8,Passive,Mortgage,08/02/2015,Web,Closed with explanation,Yes
1498213,6,Detractor,Checking or savings account,08/02/2015,Web,Closed with explanation,Yes
1498278,8,Passive,Checking or savings account,08/02/2015,Web,Closed with explanation,Yes
1498280,9,Promoter,Credit card or prepaid card,08/02/2015,Web,Closed with monetary relief,Yes
1469261,9,Promoter,Checking or savings account,07/15/2015,Web,Closed with monetary relief,Yes
1498460,7,Passive,Student loan,08/02/2015,Web,Closed with explanation,Yes
1498284,8,Passive,Mortgage,08/02/2015,Web,Closed with explanation,Yes
1498289,7,Passive,Personal loan,08/02/2015,Web,Closed with explanation,Yes
1498207,5,Detractor,Mortgage,08/02/2015,Web,Closed,Yes
1478407,8,Passive,Checking or savings account,07/21/2015,Web,Closed with monetary relief,Yes
1469278,7,Passive,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1498298,7,Passive,Personal loan,08/02/2015,Web,Closed with explanation,Yes
1498299,10,Promoter,Credit card or prepaid card,08/02/2015,Web,Closed with non-monetary relief,Yes
1478414,9,Promoter,Personal loan,07/21/2015,Web,Closed with monetary relief,Yes
1498303,5,Detractor,Checking or savings account,08/02/2015,Web,Closed with explanation,Yes
1478415,7,Passive,Checking or savings account,07/21/2015,Web,Closed with explanation,Yes
1478416,10,Promoter,Credit card or prepaid card,07/21/2015,Web,Closed with monetary relief,Yes
1478418,6,Detractor,Credit card or prepaid card,07/21/2015,Web,Closed with explanation,Yes
1498314,8,Passive,Credit card or prepaid card,08/02/2015,Web,Closed with monetary relief,Yes
1469300,6,Detractor,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1498439,6,Detractor,Student loan,08/02/2015,Web,Closed with explanation,Yes
1498317,10,Promoter,Checking or savings account,08/02/2015,Web,Closed with explanation,Yes
1498318,6,Detractor,Credit card or prepaid card,08/02/2015,Web,Closed with explanation,Yes
1498319,10,Promoter,Credit card or prepaid card,08/02/2015,Web,Closed with monetary relief,Yes
1498466,8,Passive,Personal loan,08/02/2015,Web,Closed with explanation,Yes
1498429,7,Passive,Mortgage,08/02/2015,Web,Closed with explanation,Yes
1469306,7,Passive,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1498425,8,Passive,Mortgage,08/02/2015,Web,Closed with explanation,Yes
1498415,7,Passive,Mortgage,08/02/2015,Web,Closed with explanation,Yes
1476993,7,Passive,Student loan,07/21/2015,Web,Closed with explanation,Yes
1478432,9,Promoter,Credit card or prepaid card,07/21/2015,Web,Closed with monetary relief,Yes
1498331,6,Detractor,Personal loan,08/02/2015,Web,Closed with explanation,Yes
1498334,4,Detractor,Mortgage,08/02/2015,Web,Closed with explanation,Yes
1498338,7,Passive,Checking or savings account,08/02/2015,Web,Closed with explanation,Yes
1498455,7,Passive,Mortgage,08/02/2015,Web,Closed with explanation,Yes
1478452,8,Passive,Personal loan,07/21/2015,Web,Closed with explanation,Yes
1498355,8,Passive,Mortgage,08/02/2015,Web,Closed with explanation,Yes
1498362,8,Passive,Credit card or prepaid card,08/02/2015,Web,Closed with explanation,Yes
1498364,8,Passive,Mortgage,08/02/2015,Web,Closed with explanation,Yes
1498369,10,Promoter,Credit card or prepaid card,08/02/2015,Web,Closed with non-monetary relief,Yes
1498419,5,Detractor,Personal loan,08/02/2015,Web,Closed with explanation,Yes
1469376,5,Detractor,Checking or savings account,07/15/2015,Web,Closed with explanation,Yes
1498208,5,Detractor,Mortgage,08/02/2015,Web,Closed,Yes
1478209,9,Promoter,Mortgage,07/21/2015,Web,Closed with non-monetary relief,Yes
1498379,10,Promoter,Credit card or prepaid card,08/02/2015,Web,Closed with monetary relief,Yes
1469492,7,Passive,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1498414,7,Passive,Mortgage,08/02/2015,Web,Closed with explanation,Yes
1498426,7,Passive,Mortgage,08/02/2015,Web,Closed with explanation,Yes
1498409,7,Passive,Mortgage,08/02/2015,Web,Closed with explanation,Yes
1498390,6,Detractor,Personal loan,08/02/2015,Web,Closed with explanation,Yes
1498436,7,Passive,Student loan,08/02/2015,Web,Closed with explanation,Yes
1498397,7,Passive,Mortgage,08/02/2015,Web,Closed with explanation,Yes
1498408,8,Passive,Credit card or prepaid card,08/02/2015,Web,Closed with monetary relief,Yes
1478499,6,Detractor,Student loan,07/21/2015,Web,Closed with explanation,Yes
1498405,6,Detractor,Personal loan,08/02/2015,Web,Closed with explanation,Yes
1478508,6,Detractor,Mortgage,07/21/2015,Web,Closed with explanation,Yes
1488002,7,Passive,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1469402,8,Passive,Student loan,07/15/2015,Web,Closed with explanation,Yes
1498579,6,Detractor,Personal loan,08/03/2015,Web,Closed with explanation,Yes
1498575,7,Passive,Credit card or prepaid card,08/03/2015,Web,Closed with explanation,Yes
1459221,9,Promoter,Credit card or prepaid card,07/09/2015,Web,Closed with non-monetary relief,Yes
1468629,8,Passive,Checking or savings account,07/15/2015,Web,Closed with explanation,Yes
1469410,7,Passive,Student loan,07/15/2015,Web,Closed with explanation,Yes
1487991,6,Detractor,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1478531,7,Passive,Mortgage,07/21/2015,Web,Closed with explanation,Yes
1469414,7,Passive,Checking or savings account,07/15/2015,Web,Closed with monetary relief,Yes
1498594,6,Detractor,Personal loan,08/03/2015,Web,Closed with explanation,Yes
1478547,6,Detractor,Checking or savings account,07/21/2015,Web,Closed with explanation,Yes
1488025,9,Promoter,Mortgage,07/27/2015,Web,Closed with monetary relief,Yes
1498600,3,Detractor,Mortgage,08/03/2015,Web,Untimely response,No
1469434,7,Passive,Credit card or prepaid card,07/15/2015,Web,Closed with explanation,Yes
1489321,8,Passive,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1458909,10,Promoter,Mortgage,07/09/2015,Web,Closed with monetary relief,Yes
1498611,6,Detractor,Mortgage,08/03/2015,Web,Closed with explanation,Yes
1500317,8,Passive,Mortgage,08/03/2015,Web,Closed with explanation,Yes
1498614,5,Detractor,Mortgage,08/03/2015,Web,Closed with explanation,Yes
1469452,8,Passive,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1459035,8,Passive,Mortgage,07/09/2015,Web,Closed with explanation,Yes
1478577,9,Promoter,Personal loan,07/21/2015,Web,Closed with monetary relief,Yes
1458998,8,Passive,Mortgage,07/09/2015,Web,Closed with explanation,Yes
1500222,6,Detractor,Mortgage,08/03/2015,Web,Closed with explanation,Yes
1500169,8,Passive,Credit card or prepaid card,08/03/2015,Web,Closed with explanation,Yes
1459040,7,Passive,Mortgage,07/09/2015,Web,Closed with explanation,Yes
1459053,6,Detractor,Student loan,07/09/2015,Web,Closed with explanation,Yes
1469465,8,Passive,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1498630,10,Promoter,Checking or savings account,08/03/2015,Web,Closed with monetary relief,Yes
1458854,5,Detractor,Mortgage,07/09/2015,Web,Closed with explanation,Yes
1478606,8,Passive,Credit card or prepaid card,07/21/2015,Web,Closed with explanation,Yes
1470650,8,Passive,Checking or savings account,07/15/2015,Web,Closed with explanation,Yes
1469489,7,Passive,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1498641,6,Detractor,Credit card or prepaid card,08/03/2015,Web,Closed with explanation,Yes
1459083,8,Passive,Personal loan,07/09/2015,Web,Closed with explanation,Yes
1459084,9,Promoter,Checking or savings account,07/09/2015,Web,Closed with explanation,Yes
1459096,6,Detractor,Mortgage,07/09/2015,Web,Closed with explanation,Yes
1469515,7,Passive,Checking or savings account,07/15/2015,Web,Closed with explanation,Yes
1498649,9,Promoter,Credit card or prepaid card,08/03/2015,Web,Closed with non-monetary relief,Yes
1478644,7,Passive,Personal loan,07/21/2015,Web,Closed with explanation,Yes
1458691,8,Passive,Checking or savings account,07/09/2015,Web,Closed with explanation,Yes
1478664,7,Passive,Personal loan,07/21/2015,Web,Closed,Yes
1458755,10,Promoter,Personal loan,07/09/2015,Web,Closed with explanation,Yes
1459141,8,Passive,Mortgage,07/09/2015,Web,Closed with explanation,Yes
1460970,6,Detractor,Mortgage,07/09/2015,Web,Closed with explanation,Yes
1458716,9,Promoter,Credit card or prepaid card,07/09/2015,Web,Closed with explanation,Yes
1468673,6,Detractor,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1500212,10,Promoter,Student loan,08/03/2015,Web,Closed with non-monetary relief,Yes
1469571,8,Passive,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1459166,7,Passive,Mortgage,07/09/2015,Web,Closed with explanation,Yes
1476805,6,Detractor,Credit card or prepaid card,07/21/2015,Web,Closed with explanation,Yes
1476848,8,Passive,Checking or savings account,07/21/2015,Web,Closed with explanation,Yes
1459168,6,Detractor,Credit card or prepaid card,07/09/2015,Web,Closed with explanation,Yes
1469581,8,Passive,Credit card or prepaid card,07/15/2015,Web,Closed with explanation,Yes
1488171,6,Detractor,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1459173,8,Passive,Student loan,07/09/2015,Web,Closed with explanation,Yes
1478742,8,Passive,Student loan,07/21/2015,Web,Closed with explanation,Yes
1459175,6,Detractor,Checking or savings account,07/09/2015,Web,Closed with explanation,Yes
1459176,7,Passive,Checking or savings account,07/09/2015,Web,Closed with explanation,Yes
1459178,10,Promoter,Checking or savings account,07/09/2015,Web,Closed with explanation,Yes
1488176,7,Passive,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1500183,6,Detractor,Checking or savings account,08/03/2015,Web,Closed with explanation,Yes
1459180,8,Passive,Mortgage,07/09/2015,Web,Closed with explanation,Yes
1459182,10,Promoter,Credit card or prepaid card,07/09/2015,Web,Closed with monetary relief,Yes
1488182,9,Promoter,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1469598,9,Promoter,Credit card or prepaid card,07/15/2015,Web,Closed with monetary relief,Yes
1498688,9,Promoter,Mortgage,08/03/2015,Web,Closed with explanation,Yes
1468881,6,Detractor,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1500142,9,Promoter,Mortgage,08/03/2015,Web,Closed with explanation,Yes
1469614,7,Passive,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1469615,4,Detractor,Mortgage,07/15/2015,Web,Closed with explanation,No
1459188,8,Passive,Mortgage,07/09/2015,Web,Closed with explanation,Yes
1478769,7,Passive,Mortgage,07/21/2015,Web,Closed with explanation,Yes
1459194,7,Passive,Checking or savings account,07/09/2015,Web,Closed with explanation,Yes
1459200,3,Detractor,Checking or savings account,07/09/2015,Web,Closed with monetary relief,No
1469623,7,Passive,Personal loan,07/15/2015,Web,Closed with explanation,Yes
1468685,7,Passive,Credit card or prepaid card,07/15/2015,Web,Closed with explanation,Yes
1509082,8,Passive,Credit card or prepaid card,08/07/2015,Web,Closed with explanation,Yes
1498716,9,Promoter,Credit card or prepaid card,08/03/2015,Web,Closed with explanation,Yes
1508111,7,Passive,Checking or savings account,08/07/2015,Web,Closed with explanation,Yes
1469631,7,Passive,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1508082,8,Passive,Mortgage,08/07/2015,Web,Closed with explanation,Yes
1508108,8,Passive,Credit card or prepaid card,08/07/2015,Web,Closed with monetary relief,Yes
1469638,7,Passive,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1469640,9,Promoter,Student loan,07/15/2015,Web,Closed with explanation,Yes
1459216,9,Promoter,Credit card or prepaid card,07/09/2015,Web,Closed with explanation,Yes
1468763,8,Passive,Personal loan,07/15/2015,Web,Closed with explanation,Yes
1469645,6,Detractor,Student loan,07/15/2015,Web,Closed with explanation,Yes
1498726,7,Passive,Personal loan,08/03/2015,Web,Closed with explanation,Yes
1469651,5,Detractor,Checking or savings account,07/15/2015,Web,Closed with explanation,Yes
1509177,7,Passive,Personal loan,08/07/2015,Web,Closed,Yes
1508125,6,Detractor,Mortgage,08/07/2015,Web,Closed,Yes
1469657,8,Passive,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1478805,8,Passive,Credit card or prepaid card,07/21/2015,Web,Closed with explanation,Yes
1498737,7,Passive,Mortgage,08/03/2015,Web,Closed with explanation,Yes
1469670,8,Passive,Student loan,07/15/2015,Web,Closed with non-monetary relief,Yes
1498562,8,Passive,Checking or savings account,08/03/2015,Web,Closed with explanation,Yes
1459272,8,Passive,Mortgage,07/09/2015,Web,Closed,Yes
1489035,7,Passive,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1508155,6,Detractor,Mortgage,08/07/2015,Web,Closed with explanation,Yes
1489336,6,Detractor,Personal loan,07/27/2015,Web,Closed with explanation,Yes
1489322,9,Promoter,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1469684,8,Passive,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1459296,6,Detractor,Mortgage,07/09/2015,Web,Closed with explanation,Yes
1459298,6,Detractor,Mortgage,07/09/2015,Web,Closed with explanation,Yes
1489254,8,Passive,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1508174,8,Passive,Checking or savings account,08/07/2015,Web,Closed with explanation,Yes
1498796,5,Detractor,Checking or savings account,08/03/2015,Web,Closed with explanation,Yes
1488249,8,Passive,Credit card or prepaid card,07/27/2015,Web,Closed with explanation,Yes
1488250,8,Passive,Credit card or prepaid card,07/27/2015,Web,Closed with explanation,Yes
1458901,7,Passive,Credit card or prepaid card,07/09/2015,Web,Closed with explanation,Yes
1508179,7,Passive,Checking or savings account,08/07/2015,Web,Closed with monetary relief,Yes
1489269,8,Passive,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1508185,6,Detractor,Checking or savings account,08/07/2015,Web,Closed with explanation,Yes
1498807,7,Passive,Personal loan,08/03/2015,Web,Closed with explanation,Yes
1476949,5,Detractor,Personal loan,07/21/2015,Web,Closed with explanation,Yes
1517870,7,Passive,Personal loan,08/13/2015,Web,Closed with explanation,Yes
1508199,8,Passive,Checking or savings account,08/07/2015,Web,Closed with explanation,Yes
1508202,8,Passive,Mortgage,08/07/2015,Web,Closed with explanation,Yes
1489253,7,Passive,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1508204,8,Passive,Credit card or prepaid card,08/07/2015,Web,Closed with explanation,Yes
1508207,5,Detractor,Credit card or prepaid card,08/07/2015,Web,Closed with explanation,Yes
1498827,6,Detractor,Checking or savings account,08/03/2015,Web,Closed with explanation,Yes
1489090,7,Passive,Checking or savings account,07/27/2015,Web,Closed with monetary relief,Yes
1509181,9,Promoter,Personal loan,08/07/2015,Web,Closed with monetary relief,Yes
1478893,7,Passive,Credit card or prepaid card,07/21/2015,Web,Closed with explanation,Yes
1508221,7,Passive,Personal loan,08/07/2015,Web,Closed with explanation,Yes
1508222,8,Passive,Mortgage,08/07/2015,Web,Closed with explanation,Yes
1488295,10,Promoter,Credit card or prepaid card,07/27/2015,Web,Closed with monetary relief,Yes
1509152,5,Detractor,Mortgage,08/07/2015,Web,Closed with explanation,Yes
1478898,6,Detractor,Mortgage,07/21/2015,Web,Closed with explanation,Yes
1478899,8,Passive,Mortgage,07/21/2015,Web,Closed with explanation,Yes
1459366,10,Promoter,Credit card or prepaid card,07/09/2015,Web,Closed with non-monetary relief,Yes
1508234,7,Passive,Checking or savings account,08/07/2015,Web,Closed with explanation,Yes
1488312,5,Detractor,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1478904,6,Detractor,Credit card or prepaid card,07/21/2015,Web,Closed with explanation,Yes
1508245,7,Passive,Checking or savings account,08/07/2015,Web,Closed with explanation,Yes
1509205,8,Passive,Personal loan,08/07/2015,Web,Closed with explanation,Yes
1478259,8,Passive,Student loan,07/21/2015,Web,Closed with explanation,Yes
1476988,7,Passive,Mortgage,07/21/2015,Web,Closed with explanation,Yes
1489164,9,Promoter,Mortgage,07/27/2015,Web,Closed with monetary relief,Yes
1508257,7,Passive,Credit card or prepaid card,08/07/2015,Web,Closed with monetary relief,Yes
1488333,9,Promoter,Checking or savings account,07/27/2015,Web,Closed with monetary relief,Yes
1459399,5,Detractor,Mortgage,07/09/2015,Web,Closed with explanation,Yes
1489165,8,Passive,Mortgage,07/27/2015,Web,Closed with monetary relief,Yes
1458785,8,Passive,Mortgage,07/09/2015,Web,Closed with explanation,Yes
1468739,8,Passive,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1459415,7,Passive,Mortgage,07/09/2015,Web,Closed with explanation,Yes
1517949,7,Passive,Credit card or prepaid card,08/13/2015,Web,Closed with explanation,Yes
1517950,7,Passive,Personal loan,08/13/2015,Web,Closed with explanation,Yes
1459417,7,Passive,Mortgage,07/09/2015,Web,Closed with explanation,Yes
1459425,5,Detractor,Mortgage,07/09/2015,Web,Closed with explanation,Yes
1488369,8,Passive,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1469804,6,Detractor,Student loan,07/15/2015,Web,Closed with explanation,Yes
1478961,7,Passive,Mortgage,07/21/2015,Web,Closed with explanation,Yes
1459438,7,Passive,Mortgage,07/09/2015,Web,Closed with explanation,Yes
1498899,6,Detractor,Mortgage,08/03/2015,Web,Closed with explanation,Yes
1459451,9,Promoter,Credit card or prepaid card,07/09/2015,Web,Closed with explanation,Yes
1507601,8,Passive,Personal loan,08/07/2015,Web,Closed with explanation,Yes
1489323,8,Passive,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1489246,8,Passive,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1489157,7,Passive,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1468800,7,Passive,Credit card or prepaid card,07/15/2015,Web,Closed with explanation,Yes
1459460,6,Detractor,Student loan,07/09/2015,Web,Closed with explanation,Yes
1508329,8,Passive,Personal loan,08/07/2015,Web,Closed with explanation,Yes
1498906,6,Detractor,Credit card or prepaid card,08/03/2015,Web,Closed with explanation,Yes
1459471,6,Detractor,Mortgage,07/09/2015,Web,Closed with explanation,Yes
1509106,8,Passive,Mortgage,08/07/2015,Web,Closed with explanation,Yes
1459473,6,Detractor,Mortgage,07/09/2015,Web,Closed with explanation,Yes
1469847,7,Passive,Credit card or prepaid card,07/15/2015,Web,Closed with explanation,Yes
1508320,9,Promoter,Personal loan,08/07/2015,Web,Closed with monetary relief,Yes
1489185,7,Passive,Checking or savings account,07/27/2015,Web,Closed with explanation,Yes
1476574,9,Promoter,Personal loan,07/21/2015,Web,Closed with monetary relief,Yes
1478999,9,Promoter,Checking or savings account,07/21/2015,Web,Closed with monetary relief,Yes
1471207,7,Passive,Personal loan,07/15/2015,Web,Closed with explanation,Yes
1498547,7,Passive,Student loan,08/03/2015,Web,Closed with explanation,Yes
1498948,8,Passive,Mortgage,08/03/2015,Web,Closed with explanation,Yes
1516801,7,Passive,Mortgage,08/13/2015,Web,Closed with explanation,Yes
1468583,8,Passive,Checking or savings account,07/15/2015,Web,Closed with monetary relief,Yes
1469865,8,Passive,Credit card or prepaid card,07/15/2015,Web,Closed with explanation,Yes
1498954,7,Passive,Personal loan,08/03/2015,Web,Closed with explanation,Yes
1508330,8,Passive,Personal loan,08/07/2015,Web,Closed with explanation,Yes
1508352,9,Promoter,Credit card or prepaid card,08/07/2015,Web,Closed with non-monetary relief,Yes
1468802,4,Detractor,Credit card or prepaid card,07/15/2015,Web,Closed with explanation,Yes
1489037,8,Passive,Credit card or prepaid card,07/27/2015,Web,Closed with non-monetary relief,Yes
1488419,9,Promoter,Personal loan,07/27/2015,Web,Closed with non-monetary relief,Yes
1488436,7,Passive,Student loan,07/27/2015,Web,Closed with explanation,Yes
1468642,6,Detractor,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1469878,6,Detractor,Checking or savings account,07/15/2015,Web,Closed with explanation,Yes
1489183,6,Detractor,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1498974,8,Passive,Mortgage,08/03/2015,Web,Closed with explanation,Yes
1498956,8,Passive,Checking or savings account,08/03/2015,Web,Closed with explanation,Yes
1518049,7,Passive,Mortgage,08/13/2015,Web,Closed with explanation,Yes
1488456,7,Passive,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1499006,8,Passive,Credit card or prepaid card,08/03/2015,Web,Closed with explanation,Yes
1516680,7,Passive,Checking or savings account,08/13/2015,Web,Closed with explanation,Yes
1500299,4,Detractor,Student loan,08/03/2015,Web,Closed with explanation,No
1498938,7,Passive,Mortgage,08/03/2015,Web,Closed with explanation,Yes
1488462,7,Passive,Credit card or prepaid card,07/27/2015,Web,Closed with explanation,Yes
1488479,6,Detractor,Credit card or prepaid card,07/27/2015,Web,Closed with explanation,Yes
1469934,6,Detractor,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1499036,4,Detractor,Mortgage,08/03/2015,Web,Closed with explanation,Yes
1479083,8,Passive,Mortgage,07/21/2015,Web,Closed with explanation,Yes
1488482,8,Passive,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1499039,9,Promoter,Student loan,08/03/2015,Web,Closed with non-monetary relief,Yes
1509233,6,Detractor,Mortgage,08/07/2015,Web,Closed with explanation,Yes
1488491,6,Detractor,Student loan,07/27/2015,Web,Closed with explanation,Yes
1479097,6,Detractor,Personal loan,07/21/2015,Web,Closed with explanation,Yes
1508444,7,Passive,Credit card or prepaid card,08/07/2015,Web,Closed with explanation,Yes
1489197,8,Passive,Mortgage,07/27/2015,Web,Closed,Yes
1499073,8,Passive,Credit card or prepaid card,08/03/2015,Web,Closed with monetary relief,Yes
1499076,9,Promoter,Credit card or prepaid card,08/03/2015,Web,Closed with monetary relief,Yes
1458828,7,Passive,Checking or savings account,07/09/2015,Web,Closed with explanation,Yes
1499079,7,Passive,Checking or savings account,08/03/2015,Web,Closed with explanation,Yes
1469981,10,Promoter,Credit card or prepaid card,07/15/2015,Web,Closed with non-monetary relief,Yes
1459596,6,Detractor,Student loan,07/09/2015,Web,Closed with explanation,Yes
1459598,9,Promoter,Checking or savings account,07/09/2015,Web,Closed with monetary relief,Yes
1488531,8,Passive,Student loan,07/27/2015,Web,Closed with non-monetary relief,Yes
1470892,10,Promoter,Credit card or prepaid card,07/15/2015,Web,Closed with explanation,Yes
1500636,8,Passive,Mortgage,08/03/2015,Web,Closed with explanation,Yes
1500228,7,Passive,Mortgage,08/03/2015,Web,Closed with explanation,Yes
1469992,7,Passive,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1488544,7,Passive,Personal loan,07/27/2015,Web,Closed with explanation,Yes
1479136,9,Promoter,Mortgage,07/21/2015,Web,Closed with explanation,Yes
1476690,7,Passive,Student loan,07/21/2015,Web,Closed with explanation,Yes
1489082,7,Passive,Checking or savings account,07/27/2015,Web,Closed with explanation,Yes
1507674,8,Passive,Personal loan,08/07/2015,Web,Closed with explanation,Yes
1489184,6,Detractor,Mortgage,07/27/2015,Web,Closed with explanation,Yes
1500116,6,Detractor,Mortgage,08/03/2015,Web,Closed,Yes
1518126,8,Passive,Mortgage,08/13/2015,Web,Closed with explanation,Yes
1469957,7,Passive,Mortgage,07/15/2015,Web,Closed with explanation,Yes
1488561,6,Detractor,Checking or savings account,07/27/2015,Web,Closed with explanation,Yes
1479152,6,Detractor,Credit card or prepaid card,07/21/2015,Web,Closed with explanation,Yes
